"";"caudal";"caudalparcial";"hydrodatetime"
"2110";1,046;0,471;2024-08-15 01:30:00
"2111";1,061;0,471;2024-08-15 01:40:00
"2112";1,078;0,475;2024-08-15 01:50:00
"2113";1,083;0,475;2024-08-15 02:00:00
"2114";1,083;0,475;2024-08-15 02:10:00
"2115";1,08;0,475;2024-08-15 02:20:00
"2116";1,062;0,471;2024-08-15 02:30:00
"2117";1,028;0,464;2024-08-15 02:40:00
"2118";1,007;0,464;2024-08-15 02:50:00
"2119";0,992;0,464;2024-08-15 03:00:00
"2120";0,979;0,461;2024-08-15 03:10:00
"2121";0,97;0,461;2024-08-15 03:20:00
"2122";0,966;0,461;2024-08-15 03:30:00
"2123";0,964;0,461;2024-08-15 03:40:00
"2124";0,972;0,461;2024-08-15 03:50:00
"2125";0,987;0,464;2024-08-15 04:00:00
"2126";0,996;0,464;2024-08-15 04:10:00
"2127";1,001;0,464;2024-08-15 04:20:00
"2128";1,005;0,464;2024-08-15 04:30:00
"2129";1,008;0,464;2024-08-15 04:40:00
"2130";1,009;0,464;2024-08-15 04:50:00
"2131";1,008;0,464;2024-08-15 05:00:00
"2132";1,004;0,464;2024-08-15 05:10:00
"2133";0,997;0,464;2024-08-15 05:20:00
"2134";0,991;0,464;2024-08-15 05:30:00
"2135";0,983;0,461;2024-08-15 05:40:00
"2136";0,979;0,461;2024-08-15 05:50:00
"2137";0,977;0,461;2024-08-15 06:00:00
"2138";0,976;0,461;2024-08-15 06:10:00
"2139";0,974;0,461;2024-08-15 06:20:00
"2140";0,972;0,461;2024-08-15 06:30:00
"2141";0,97;0,461;2024-08-15 06:40:00
"2142";0,969;0,461;2024-08-15 06:50:00
"2143";0,966;0,461;2024-08-15 07:00:00
"2144";0,961;0,457;2024-08-15 07:10:00
"2145";0,957;0,457;2024-08-15 07:20:00
"2146";0,952;0,457;2024-08-15 07:30:00
"2147";0,946;0,457;2024-08-15 07:40:00
"2148";0,917;0,457;2024-08-15 07:50:00
"2149";0,917;0,457;2024-08-15 08:00:00
"2150";0,917;0,457;2024-08-15 08:10:00
"2151";0,917;0,457;2024-08-15 08:20:00
"2152";0,917;0,457;2024-08-15 08:30:00
"2153";0,917;0,457;2024-08-15 08:40:00
"2154";0,917;0,457;2024-08-15 08:50:00
"2155";0,917;0,457;2024-08-15 09:00:00
"2156";0,917;0,457;2024-08-15 09:10:00
"2157";0,917;0,457;2024-08-15 09:20:00
"2158";0,917;0,457;2024-08-15 09:30:00
"2159";0,917;0,457;2024-08-15 09:40:00
"2160";0,917;0,457;2024-08-15 09:50:00
"2161";0,917;0,457;2024-08-15 10:00:00
"2162";0,917;0,457;2024-08-15 10:10:00
"2163";0,917;0,457;2024-08-15 10:20:00
"2164";0,917;0,457;2024-08-15 10:30:00
"2165";0,917;0,457;2024-08-15 10:40:00
"2166";0,917;0,457;2024-08-15 10:50:00
"2167";0,917;0,457;2024-08-15 11:00:00
"2168";0,917;0,457;2024-08-15 11:10:00
"2169";0,917;0,457;2024-08-15 11:20:00
"2170";0,917;0,457;2024-08-15 11:30:00
"2171";0,917;0,457;2024-08-15 11:40:00
"2172";0,917;0,457;2024-08-15 11:50:00
"2173";0,884;0,45;2024-08-15 12:00:00
"2174";0,865;0,446;2024-08-15 12:10:00
"2175";0,855;0,443;2024-08-15 12:20:00
"2176";0,851;0,443;2024-08-15 12:30:00
"2177";0,849;0,443;2024-08-15 12:40:00
"2178";0,845;0,443;2024-08-15 12:50:00
"2179";0,845;0,443;2024-08-15 13:00:00
"2180";0,865;0,446;2024-08-15 13:10:00
"2181";0,884;0,45;2024-08-15 13:20:00
"2182";0,722;0,45;2024-08-15 13:30:00
"2183";0,763;0,426;2024-08-15 13:40:00
"2184";0,545;0,382;2024-08-15 13:50:00
"2185";0,439;0,367;2024-08-15 14:00:00
"2186";0,395;0,365;2024-08-15 14:10:00
"2187";0,383;0,37;2024-08-15 14:20:00
"2188";0,391;0,379;2024-08-15 14:30:00
"2189";0,409;0,382;2024-08-15 14:40:00
"2190";0,42;0,382;2024-08-15 14:50:00
"2191";0,476;0,397;2024-08-15 15:00:00
"2192";0,577;0,413;2024-08-15 15:10:00
"2193";0,621;0,416;2024-08-15 15:20:00
"2194";0,631;0,416;2024-08-15 15:30:00
"2195";0,639;0,416;2024-08-15 15:40:00
"2196";0,777;0,439;2024-08-15 15:50:00
"2197";0,907;0,457;2024-08-15 16:00:00
"2198";0,949;0,457;2024-08-15 16:10:00
"2199";0,953;0,457;2024-08-15 16:20:00
"2200";0,955;0,457;2024-08-15 16:30:00
"2201";0,965;0,457;2024-08-15 16:40:00
"2202";1,129;0,483;2024-08-15 16:50:00
"2203";1,241;0,503;2024-08-15 17:00:00
"2204";1,278;0,503;2024-08-15 17:10:00
"2205";1,302;0,507;2024-08-15 17:20:00
"2206";1,273;0,499;2024-08-15 17:30:00
"2207";1,174;0,479;2024-08-15 17:40:00
"2208";1,094;0,468;2024-08-15 17:50:00
"2209";1,031;0,461;2024-08-15 18:00:00
"2210";0,98;0,453;2024-08-15 18:10:00
"2211";0,75;0,45;2024-08-15 18:20:00
"2212";0,746;0,446;2024-08-15 18:30:00
"2213";0,743;0,443;2024-08-15 18:40:00
"2214";0,857;0,439;2024-08-15 18:50:00
"2215";0,819;0,436;2024-08-15 19:00:00
"2216";0,792;0,432;2024-08-15 19:10:00
"2217";0,78;0,432;2024-08-15 19:20:00
"2218";0,774;0,432;2024-08-15 19:30:00
"2219";0,768;0,429;2024-08-15 19:40:00
"2220";0,767;0,429;2024-08-15 19:50:00
"2221";0,765;0,429;2024-08-15 20:00:00
"2222";0,775;0,432;2024-08-15 20:10:00
"2223";0,791;0,432;2024-08-15 20:20:00
"2224";0,797;0,432;2024-08-15 20:30:00
"2225";0,804;0,436;2024-08-15 20:40:00
"2226";0,804;0,436;2024-08-15 20:50:00
"2227";0,804;0,436;2024-08-15 21:00:00
"2228";0,805;0,436;2024-08-15 21:10:00
"2229";0,806;0,436;2024-08-15 21:20:00
"2230";0,807;0,436;2024-08-15 21:30:00
"2231";0,807;0,436;2024-08-15 21:40:00
"2232";0,808;0,436;2024-08-15 21:50:00
"2233";0,807;0,436;2024-08-15 22:00:00
"2234";0,807;0,436;2024-08-15 22:10:00
"2235";0,806;0,436;2024-08-15 22:20:00
"2236";0,806;0,436;2024-08-15 22:30:00
"2237";0,805;0,436;2024-08-15 22:40:00
"2238";0,802;0,432;2024-08-15 22:50:00
"2239";0,801;0,432;2024-08-15 23:00:00
"2240";0,804;0,436;2024-08-15 23:10:00
"2241";0,8;0,432;2024-08-15 23:20:00
"2242";0,799;0,432;2024-08-15 23:30:00
"2243";0,798;0,432;2024-08-15 23:40:00
"2244";0,798;0,432;2024-08-15 23:50:00
"2245";0,797;0,432;2024-08-16
"2246";0,796;0,432;2024-08-16 00:10:00
"2247";0,795;0,432;2024-08-16 00:20:00
"2248";0,795;0,432;2024-08-16 00:30:00
"2249";0,795;0,432;2024-08-16 00:40:00
"2250";0,795;0,432;2024-08-16 00:50:00
"2251";0,794;0,432;2024-08-16 01:00:00
"2252";0,795;0,432;2024-08-16 01:10:00
"2253";0,796;0,432;2024-08-16 01:20:00
"2254";0,793;0,429;2024-08-16 01:30:00
"2255";0,793;0,429;2024-08-16 01:40:00
"2256";0,793;0,429;2024-08-16 01:50:00
"2257";0,793;0,429;2024-08-16 02:00:00
"2258";0,796;0,432;2024-08-16 02:10:00
"2259";0,792;0,429;2024-08-16 02:20:00
"2260";0,796;0,432;2024-08-16 02:30:00
"2261";0,792;0,429;2024-08-16 02:40:00
"2262";0,792;0,429;2024-08-16 02:50:00
"2263";0,792;0,429;2024-08-16 03:00:00
"2264";0,791;0,429;2024-08-16 03:10:00
"2265";0,791;0,429;2024-08-16 03:20:00
"2266";0,79;0,429;2024-08-16 03:30:00
"2267";0,79;0,429;2024-08-16 03:40:00
"2268";0,789;0,429;2024-08-16 03:50:00
"2269";0,789;0,429;2024-08-16 04:00:00
"2270";0,789;0,429;2024-08-16 04:10:00
"2271";0,789;0,429;2024-08-16 04:20:00
"2272";0,788;0,429;2024-08-16 04:30:00
"2273";0,787;0,429;2024-08-16 04:40:00
"2274";0,788;0,429;2024-08-16 04:50:00
"2275";0,788;0,429;2024-08-16 05:00:00
"2276";0,788;0,429;2024-08-16 05:10:00
"2277";0,788;0,429;2024-08-16 05:20:00
"2278";0,787;0,429;2024-08-16 05:30:00
"2279";0,787;0,429;2024-08-16 05:40:00
"2280";0,787;0,429;2024-08-16 05:50:00
"2281";0,786;0,429;2024-08-16 06:00:00
"2282";0,784;0,429;2024-08-16 06:10:00
"2283";0,782;0,429;2024-08-16 06:20:00
"2284";0,78;0,429;2024-08-16 06:30:00
"2285";0,777;0,429;2024-08-16 06:40:00
"2286";0,772;0,426;2024-08-16 06:50:00
"2287";0,77;0,426;2024-08-16 07:00:00
"2288";0,768;0,426;2024-08-16 07:10:00
"2289";0,768;0,426;2024-08-16 07:20:00
"2290";0,771;0,429;2024-08-16 07:30:00
"2291";0,767;0,426;2024-08-16 07:40:00
"2292";0,771;0,429;2024-08-16 07:50:00
"2293";0,769;0,426;2024-08-16 08:00:00
"2294";0,773;0,429;2024-08-16 08:10:00
"2295";0,771;0,426;2024-08-16 08:20:00
"2296";0,772;0,426;2024-08-16 08:30:00
"2297";0,773;0,426;2024-08-16 08:40:00
"2298";0,777;0,429;2024-08-16 08:50:00
"2299";0,778;0,429;2024-08-16 09:00:00
"2300";0,777;0,426;2024-08-16 09:10:00
"2301";0,78;0,426;2024-08-16 09:20:00
"2302";0,784;0,429;2024-08-16 09:30:00
"2303";0,785;0,429;2024-08-16 09:40:00
"2304";0,786;0,429;2024-08-16 09:50:00
"2305";0,787;0,429;2024-08-16 10:00:00
"2306";0,788;0,429;2024-08-16 10:10:00
"2307";0,787;0,429;2024-08-16 10:20:00
"2308";0,787;0,429;2024-08-16 10:30:00
"2309";0,787;0,429;2024-08-16 10:40:00
"2310";0,787;0,429;2024-08-16 10:50:00
"2311";0,784;0,426;2024-08-16 11:00:00
"2312";0,787;0,429;2024-08-16 11:10:00
"2313";0,786;0,429;2024-08-16 11:20:00
"2314";0,784;0,429;2024-08-16 11:30:00
"2315";0,783;0,429;2024-08-16 11:40:00
"2316";0,781;0,429;2024-08-16 11:50:00
"2317";0,779;0,429;2024-08-16 12:00:00
"2318";0,775;0,426;2024-08-16 12:10:00
"2319";0,774;0,426;2024-08-16 12:20:00
"2320";0,772;0,426;2024-08-16 12:30:00
"2321";0,771;0,426;2024-08-16 12:40:00
"2322";0,77;0,426;2024-08-16 12:50:00
"2323";0,768;0,426;2024-08-16 13:00:00
"2324";0,767;0,426;2024-08-16 13:10:00
"2325";0,766;0,426;2024-08-16 13:20:00
"2326";0,765;0,426;2024-08-16 13:30:00
"2327";0,765;0,426;2024-08-16 13:40:00
"2328";0,764;0,426;2024-08-16 13:50:00
"2329";0,764;0,426;2024-08-16 14:00:00
"2330";0,763;0,426;2024-08-16 14:10:00
"2331";0,762;0,426;2024-08-16 14:20:00
"2332";0,761;0,426;2024-08-16 14:30:00
"2333";0,761;0,426;2024-08-16 14:40:00
"2334";0,76;0,426;2024-08-16 14:50:00
"2335";0,758;0,426;2024-08-16 15:00:00
"2336";0,739;0,422;2024-08-16 15:10:00
"2337";0,729;0,422;2024-08-16 15:20:00
"2338";0,726;0,422;2024-08-16 15:30:00
"2339";0,725;0,422;2024-08-16 15:40:00
"2340";0,724;0,422;2024-08-16 15:50:00
"2341";0,724;0,422;2024-08-16 16:00:00
"2342";0,725;0,422;2024-08-16 16:10:00
"2343";0,726;0,422;2024-08-16 16:20:00
"2344";0,727;0,422;2024-08-16 16:30:00
"2345";0,727;0,422;2024-08-16 16:40:00
"2346";0,728;0,422;2024-08-16 16:50:00
"2347";0,729;0,422;2024-08-16 17:00:00
"2348";0,729;0,422;2024-08-16 17:10:00
"2349";0,729;0,422;2024-08-16 17:20:00
"2350";0,73;0,422;2024-08-16 17:30:00
"2351";0,729;0,422;2024-08-16 17:40:00
"2352";0,728;0,422;2024-08-16 17:50:00
"2353";0,727;0,422;2024-08-16 18:00:00
"2354";0,726;0,422;2024-08-16 18:10:00
"2355";0,726;0,422;2024-08-16 18:20:00
"2356";0,725;0,422;2024-08-16 18:30:00
"2357";0,724;0,422;2024-08-16 18:40:00
"2358";0,724;0,422;2024-08-16 18:50:00
"2359";0,724;0,422;2024-08-16 19:00:00
"2360";0,724;0,422;2024-08-16 19:10:00
"2361";0,724;0,422;2024-08-16 19:20:00
"2362";0,724;0,422;2024-08-16 19:30:00
"2363";0,724;0,422;2024-08-16 19:40:00
"2364";0,725;0,422;2024-08-16 19:50:00
"2365";0,726;0,422;2024-08-16 20:00:00
"2366";0,729;0,422;2024-08-16 20:10:00
"2367";0,749;0,426;2024-08-16 20:20:00
"2368";0,764;0,426;2024-08-16 20:30:00
"2369";0,771;0,426;2024-08-16 20:40:00
"2370";0,775;0,426;2024-08-16 20:50:00
"2371";0,776;0,426;2024-08-16 21:00:00
"2372";0,777;0,426;2024-08-16 21:10:00
"2373";0,773;0,426;2024-08-16 21:20:00
"2374";0,751;0,422;2024-08-16 21:30:00
"2375";0,739;0,422;2024-08-16 21:40:00
"2376";0,734;0,422;2024-08-16 21:50:00
"2377";0,73;0,422;2024-08-16 22:00:00
"2378";0,728;0,422;2024-08-16 22:10:00
"2379";0,726;0,422;2024-08-16 22:20:00
"2380";0,724;0,422;2024-08-16 22:30:00
"2381";0,719;0,419;2024-08-16 22:40:00
"2382";0,718;0,419;2024-08-16 22:50:00
"2383";0,717;0,419;2024-08-16 23:00:00
"2384";0,716;0,419;2024-08-16 23:10:00
"2385";0,716;0,419;2024-08-16 23:20:00
"2386";0,716;0,419;2024-08-16 23:30:00
"2387";0,716;0,419;2024-08-16 23:40:00
"2388";0,718;0,419;2024-08-16 23:50:00
"2389";0,719;0,419;2024-08-17
"2390";0,719;0,419;2024-08-17 00:10:00
"2391";0,718;0,419;2024-08-17 00:20:00
"2392";0,722;0,422;2024-08-17 00:30:00
"2393";0,719;0,419;2024-08-17 00:40:00
"2394";0,72;0,419;2024-08-17 00:50:00
"2395";0,721;0,419;2024-08-17 01:00:00
"2396";0,721;0,419;2024-08-17 01:10:00
"2397";0,721;0,419;2024-08-17 01:20:00
"2398";0,722;0,419;2024-08-17 01:30:00
"2399";0,722;0,419;2024-08-17 01:40:00
"2400";0,723;0,419;2024-08-17 01:50:00
"2401";0,749;0,426;2024-08-17 02:00:00
"2402";0,769;0,426;2024-08-17 02:10:00
"2403";0,776;0,426;2024-08-17 02:20:00
"2404";0,779;0,426;2024-08-17 02:30:00
"2405";0,78;0,426;2024-08-17 02:40:00
"2406";0,773;0,426;2024-08-17 02:50:00
"2407";0,748;0,422;2024-08-17 03:00:00
"2408";0,737;0,422;2024-08-17 03:10:00
"2409";0,734;0,422;2024-08-17 03:20:00
"2410";0,731;0,422;2024-08-17 03:30:00
"2411";0,731;0,422;2024-08-17 03:40:00
"2412";0,728;0,419;2024-08-17 03:50:00
"2413";0,728;0,419;2024-08-17 04:00:00
"2414";0,728;0,419;2024-08-17 04:10:00
"2415";0,728;0,419;2024-08-17 04:20:00
"2416";0,728;0,419;2024-08-17 04:30:00
"2417";0,729;0,419;2024-08-17 04:40:00
"2418";0,729;0,419;2024-08-17 04:50:00
"2419";0,729;0,419;2024-08-17 05:00:00
"2420";0,733;0,422;2024-08-17 05:10:00
"2421";0,734;0,422;2024-08-17 05:20:00
"2422";0,732;0,419;2024-08-17 05:30:00
"2423";0,73;0,419;2024-08-17 05:40:00
"2424";0,73;0,419;2024-08-17 05:50:00
"2425";0,728;0,419;2024-08-17 06:00:00
"2426";0,727;0,419;2024-08-17 06:10:00
"2427";0,725;0,419;2024-08-17 06:20:00
"2428";0,724;0,419;2024-08-17 06:30:00
"2429";0,723;0,419;2024-08-17 06:40:00
"2430";0,722;0,419;2024-08-17 06:50:00
"2431";0,721;0,419;2024-08-17 07:00:00
"2432";0,721;0,419;2024-08-17 07:10:00
"2433";0,721;0,419;2024-08-17 07:20:00
"2434";0,721;0,419;2024-08-17 07:30:00
"2435";0,721;0,419;2024-08-17 07:40:00
"2436";0,721;0,419;2024-08-17 07:50:00
"2437";0,72;0,419;2024-08-17 08:00:00
"2438";0,721;0,419;2024-08-17 08:10:00
"2439";0,72;0,419;2024-08-17 08:20:00
"2440";0,721;0,419;2024-08-17 08:30:00
"2441";0,72;0,419;2024-08-17 08:40:00
"2442";0,72;0,419;2024-08-17 08:50:00
"2443";0,719;0,419;2024-08-17 09:00:00
"2444";0,719;0,419;2024-08-17 09:10:00
"2445";0,72;0,419;2024-08-17 09:20:00
"2446";0,72;0,419;2024-08-17 09:30:00
"2447";0,721;0,419;2024-08-17 09:40:00
"2448";0,72;0,419;2024-08-17 09:50:00
"2449";0,721;0,419;2024-08-17 10:00:00
"2450";0,72;0,419;2024-08-17 10:10:00
"2451";0,721;0,419;2024-08-17 10:20:00
"2452";0,722;0,419;2024-08-17 10:30:00
"2453";0,742;0,422;2024-08-17 10:40:00
"2454";0,766;0,426;2024-08-17 10:50:00
"2455";0,773;0,426;2024-08-17 11:00:00
"2456";0,777;0,426;2024-08-17 11:10:00
"2457";0,778;0,426;2024-08-17 11:20:00
"2458";0,777;0,426;2024-08-17 11:30:00
"2459";0,758;0,422;2024-08-17 11:40:00
"2460";0,744;0,422;2024-08-17 11:50:00
"2461";0,735;0,419;2024-08-17 12:00:00
"2462";0,734;0,419;2024-08-17 12:10:00
"2463";0,732;0,419;2024-08-17 12:20:00
"2464";0,731;0,419;2024-08-17 12:30:00
"2465";0,731;0,419;2024-08-17 12:40:00
"2466";0,73;0,419;2024-08-17 12:50:00
"2467";0,728;0,419;2024-08-17 13:00:00
"2468";0,728;0,419;2024-08-17 13:10:00
"2469";0,726;0,419;2024-08-17 13:20:00
"2470";0,725;0,419;2024-08-17 13:30:00
"2471";0,723;0,419;2024-08-17 13:40:00
"2472";0,719;0,419;2024-08-17 13:50:00
"2473";0,716;0,419;2024-08-17 14:00:00
"2474";0,692;0,413;2024-08-17 14:10:00
"2475";0,674;0,413;2024-08-17 14:20:00
"2476";0,668;0,413;2024-08-17 14:30:00
"2477";0,666;0,413;2024-08-17 14:40:00
"2478";0,665;0,413;2024-08-17 14:50:00
"2479";0,669;0,413;2024-08-17 15:00:00
"2480";0,69;0,416;2024-08-17 15:10:00
"2481";0,703;0,419;2024-08-17 15:20:00
"2482";0,705;0,419;2024-08-17 15:30:00
"2483";0,706;0,419;2024-08-17 15:40:00
"2484";0,705;0,416;2024-08-17 15:50:00
"2485";0,705;0,416;2024-08-17 16:00:00
"2486";0,709;0,419;2024-08-17 16:10:00
"2487";0,706;0,416;2024-08-17 16:20:00
"2488";0,71;0,419;2024-08-17 16:30:00
"2489";0,707;0,416;2024-08-17 16:40:00
"2490";0,707;0,416;2024-08-17 16:50:00
"2491";0,707;0,416;2024-08-17 17:00:00
"2492";0,709;0,419;2024-08-17 17:10:00
"2493";0,708;0,419;2024-08-17 17:20:00
"2494";0,708;0,419;2024-08-17 17:30:00
"2495";0,709;0,419;2024-08-17 17:40:00
"2496";0,706;0,416;2024-08-17 17:50:00
"2497";0,706;0,416;2024-08-17 18:00:00
"2498";0,706;0,416;2024-08-17 18:10:00
"2499";0,706;0,416;2024-08-17 18:20:00
"2500";0,706;0,416;2024-08-17 18:30:00
"2501";0,709;0,419;2024-08-17 18:40:00
"2502";0,706;0,416;2024-08-17 18:50:00
"2503";0,704;0,416;2024-08-17 19:00:00
"2504";0,704;0,416;2024-08-17 19:10:00
"2505";0,704;0,416;2024-08-17 19:20:00
"2506";0,704;0,416;2024-08-17 19:30:00
"2507";0,706;0,419;2024-08-17 19:40:00
"2508";0,707;0,419;2024-08-17 19:50:00
"2509";0,704;0,416;2024-08-17 20:00:00
"2510";0,704;0,416;2024-08-17 20:10:00
"2511";0,707;0,419;2024-08-17 20:20:00
"2512";0,704;0,416;2024-08-17 20:30:00
"2513";0,704;0,416;2024-08-17 20:40:00
"2514";0,704;0,416;2024-08-17 20:50:00
"2515";0,704;0,416;2024-08-17 21:00:00
"2516";0,703;0,416;2024-08-17 21:10:00
"2517";0,703;0,416;2024-08-17 21:20:00
"2518";0,706;0,419;2024-08-17 21:30:00
"2519";0,706;0,419;2024-08-17 21:40:00
"2520";0,706;0,419;2024-08-17 21:50:00
"2521";0,706;0,419;2024-08-17 22:00:00
"2522";0,706;0,419;2024-08-17 22:10:00
"2523";0,706;0,419;2024-08-17 22:20:00
"2524";0,706;0,419;2024-08-17 22:30:00
"2525";0,706;0,419;2024-08-17 22:40:00
"2526";0,706;0,419;2024-08-17 22:50:00
"2527";0,706;0,419;2024-08-17 23:00:00
"2528";0,706;0,419;2024-08-17 23:10:00
"2529";0,706;0,419;2024-08-17 23:20:00
"2530";0,706;0,419;2024-08-17 23:30:00
"2531";0,706;0,419;2024-08-17 23:40:00
"2532";0,706;0,419;2024-08-17 23:50:00
"2533";0,702;0,416;2024-08-18
"2534";0,705;0,419;2024-08-18 00:10:00
"2535";0,706;0,419;2024-08-18 00:20:00
"2536";0,707;0,419;2024-08-18 00:30:00
"2537";0,709;0,419;2024-08-18 00:40:00
"2538";0,71;0,419;2024-08-18 00:50:00
"2539";0,711;0,419;2024-08-18 01:00:00
"2540";0,713;0,419;2024-08-18 01:10:00
"2541";0,713;0,419;2024-08-18 01:20:00
"2542";0,711;0,416;2024-08-18 01:30:00
"2543";0,712;0,416;2024-08-18 01:40:00
"2544";0,716;0,419;2024-08-18 01:50:00
"2545";0,716;0,419;2024-08-18 02:00:00
"2546";0,712;0,416;2024-08-18 02:10:00
"2547";0,715;0,419;2024-08-18 02:20:00
"2548";0,712;0,416;2024-08-18 02:30:00
"2549";0,712;0,416;2024-08-18 02:40:00
"2550";0,716;0,419;2024-08-18 02:50:00
"2551";0,713;0,416;2024-08-18 03:00:00
"2552";0,713;0,416;2024-08-18 03:10:00
"2553";0,716;0,419;2024-08-18 03:20:00
"2554";0,718;0,419;2024-08-18 03:30:00
"2555";0,719;0,419;2024-08-18 03:40:00
"2556";0,721;0,419;2024-08-18 03:50:00
"2557";0,724;0,419;2024-08-18 04:00:00
"2558";0,731;0,419;2024-08-18 04:10:00
"2559";0,763;0,422;2024-08-18 04:20:00
"2560";0,795;0,426;2024-08-18 04:30:00
"2561";0,807;0,426;2024-08-18 04:40:00
"2562";0,814;0,426;2024-08-18 04:50:00
"2563";0,82;0,426;2024-08-18 05:00:00
"2564";0,879;0,429;2024-08-18 05:10:00
"2565";0,882;0,432;2024-08-18 05:20:00
"2566";0,886;0,436;2024-08-18 05:30:00
"2567";0,893;0,443;2024-08-18 05:40:00
"2568";0,964;0,443;2024-08-18 05:50:00
"2569";0,988;0,446;2024-08-18 06:00:00
"2570";1,001;0,446;2024-08-18 06:10:00
"2571";0,999;0,446;2024-08-18 06:20:00
"2572";0,986;0,443;2024-08-18 06:30:00
"2573";0,982;0,443;2024-08-18 06:40:00
"2574";0,978;0,443;2024-08-18 06:50:00
"2575";0,976;0,443;2024-08-18 07:00:00
"2576";0,971;0,439;2024-08-18 07:10:00
"2577";0,975;0,439;2024-08-18 07:20:00
"2578";1,006;0,446;2024-08-18 07:30:00
"2579";1,036;0,45;2024-08-18 07:40:00
"2580";1,049;0,45;2024-08-18 07:50:00
"2581";1,055;0,45;2024-08-18 08:00:00
"2582";1,059;0,45;2024-08-18 08:10:00
"2583";1,061;0,45;2024-08-18 08:20:00
"2584";1,065;0,45;2024-08-18 08:30:00
"2585";1,061;0,45;2024-08-18 08:40:00
"2586";1,045;0,446;2024-08-18 08:50:00
"2587";1,039;0,446;2024-08-18 09:00:00
"2588";1,036;0,446;2024-08-18 09:10:00
"2589";1,035;0,446;2024-08-18 09:20:00
"2590";1,036;0,446;2024-08-18 09:30:00
"2591";1,038;0,446;2024-08-18 09:40:00
"2592";1,041;0,446;2024-08-18 09:50:00
"2593";1,045;0,446;2024-08-18 10:00:00
"2594";1,056;0,45;2024-08-18 10:10:00
"2595";1,064;0,45;2024-08-18 10:20:00
"2596";1,07;0,45;2024-08-18 10:30:00
"2597";1,073;0,45;2024-08-18 10:40:00
"2598";1,069;0,45;2024-08-18 10:50:00
"2599";1,056;0,446;2024-08-18 11:00:00
"2600";1,051;0,446;2024-08-18 11:10:00
"2601";1,067;0,45;2024-08-18 11:20:00
"2602";1,077;0,45;2024-08-18 11:30:00
"2603";1,089;0,45;2024-08-18 11:40:00
"2604";1,11;0,453;2024-08-18 11:50:00
"2605";1,129;0,457;2024-08-18 12:00:00
"2606";1,129;0,457;2024-08-18 12:10:00
"2607";1,128;0,457;2024-08-18 12:20:00
"2608";1,114;0,453;2024-08-18 12:30:00
"2609";1,093;0,45;2024-08-18 12:40:00
"2610";1,069;0,446;2024-08-18 12:50:00
"2611";1,047;0,443;2024-08-18 13:00:00
"2612";1,025;0,439;2024-08-18 13:10:00
"2613";1,012;0,439;2024-08-18 13:20:00
"2614";1,003;0,439;2024-08-18 13:30:00
"2615";0,998;0,439;2024-08-18 13:40:00
"2616";0,994;0,439;2024-08-18 13:50:00
"2617";0,988;0,436;2024-08-18 14:00:00
"2618";0,985;0,436;2024-08-18 14:10:00
"2619";0,983;0,436;2024-08-18 14:20:00
"2620";0,978;0,436;2024-08-18 14:30:00
"2621";0,971;0,436;2024-08-18 14:40:00
"2622";0,959;0,432;2024-08-18 14:50:00
"2623";0,952;0,432;2024-08-18 15:00:00
"2624";0,948;0,432;2024-08-18 15:10:00
"2625";0,945;0,432;2024-08-18 15:20:00
"2626";0,942;0,432;2024-08-18 15:30:00
"2627";0,94;0,432;2024-08-18 15:40:00
"2628";0,938;0,432;2024-08-18 15:50:00
"2629";0,938;0,432;2024-08-18 16:00:00
"2630";0,936;0,432;2024-08-18 16:10:00
"2631";0,931;0,429;2024-08-18 16:20:00
"2632";0,929;0,429;2024-08-18 16:30:00
"2633";0,889;0,429;2024-08-18 16:40:00
"2634";0,886;0,426;2024-08-18 16:50:00
"2635";0,886;0,426;2024-08-18 17:00:00
"2636";0,886;0,426;2024-08-18 17:10:00
"2637";0,886;0,426;2024-08-18 17:20:00
"2638";0,886;0,426;2024-08-18 17:30:00
"2639";0,882;0,422;2024-08-18 17:40:00
"2640";0,859;0,422;2024-08-18 17:50:00
"2641";0,854;0,422;2024-08-18 18:00:00
"2642";0,852;0,422;2024-08-18 18:10:00
"2643";0,851;0,422;2024-08-18 18:20:00
"2644";0,85;0,422;2024-08-18 18:30:00
"2645";0,848;0,419;2024-08-18 18:40:00
"2646";0,851;0,422;2024-08-18 18:50:00
"2647";0,858;0,422;2024-08-18 19:00:00
"2648";0,876;0,426;2024-08-18 19:10:00
"2649";0,876;0,426;2024-08-18 19:20:00
"2650";0,876;0,426;2024-08-18 19:30:00
"2651";0,876;0,426;2024-08-18 19:40:00
"2652";0,876;0,426;2024-08-18 19:50:00
"2653";0,876;0,426;2024-08-18 20:00:00
"2654";0,876;0,426;2024-08-18 20:10:00
"2655";0,872;0,422;2024-08-18 20:20:00
"2656";0,855;0,422;2024-08-18 20:30:00
"2657";0,852;0,422;2024-08-18 20:40:00
"2658";0,845;0,419;2024-08-18 20:50:00
"2659";0,843;0,419;2024-08-18 21:00:00
"2660";0,841;0,419;2024-08-18 21:10:00
"2661";0,84;0,419;2024-08-18 21:20:00
"2662";0,838;0,419;2024-08-18 21:30:00
"2663";0,837;0,419;2024-08-18 21:40:00
"2664";0,837;0,419;2024-08-18 21:50:00
"2665";0,837;0,419;2024-08-18 22:00:00
"2666";0,838;0,419;2024-08-18 22:10:00
"2667";0,839;0,419;2024-08-18 22:20:00
"2668";0,838;0,419;2024-08-18 22:30:00
